test_id,exam_version,objectives_version,domain_id,domain_name,domain_weight_percent,objective_id,objective_text,scope_summary
CCNA-301-V2,200-301 v2.0,2.0,2.0,Switching and Network Access,25,2.2.a,"Configure edge ports for desktops, printers, and IoT appliances.","Access VLAN, PoE when required, basic port settings, and host-facing verification."
CCNA-301-V2,200-301 v2.0,2.0,2.0,Switching and Network Access,25,2.2.b,Configure edge ports for wireless access points.,"Standalone and controller-based AP connectivity, access or trunk requirements, PoE, and verification."
CCNA-301-V2,200-301 v2.0,2.0,2.0,Switching and Network Access,25,2.2.c,Configure edge ports for Voice over IP phones.,"Voice and data VLAN behavior, PoE, and phone-plus-workstation connectivity."
CCNA-301-V2,200-301 v2.0,2.0,2.0,Switching and Network Access,25,2.2.d,Configure edge connectivity for virtualized hosts.,"Trunking, VLAN access, aggregation, and connectivity used by hypervisor hosts."
CCNA-301-V2,200-301 v2.0,2.0,2.0,Switching and Network Access,25,2.2.e,Configure edge connectivity for network appliances.,"Access, trunk, routed, and aggregated links used by firewalls, controllers, and other appliances."
CCNA-301-V2,200-301 v2.0,2.0,2.0,Switching and Network Access,25,2.3,Validate network documentation with CDP and LLDP.,"Compare discovered neighbors, device identities, interfaces, and capabilities with diagrams and records."
CCNA-301-V2,200-301 v2.0,2.0,2.0,Switching and Network Access,25,2.4,Troubleshoot basic Layer 2 and Layer 3 connectivity and device operation.,"Use show commands, logs, ping, extended ping, traceroute, and packet-capture evidence to isolate faults."
CCNA-301-V2,200-301 v2.0,2.0,2.0,Switching and Network Access,25,2.5,Configure Rapid PVST+ operation.,"Root selection, port roles and states, PortFast, and spanning-tree protection features."
CCNA-301-V2,200-301 v2.0,2.0,2.0,Switching and Network Access,25,2.5.a,Configure and identify Rapid PVST+ root and port selections.,"Root bridge primary or secondary settings, root ports, designated ports, and alternate or other port names."
CCNA-301-V2,200-301 v2.0,2.0,2.0,Switching and Network Access,25,2.5.b,Interpret Rapid PVST+ port states and roles.,"Forwarding behavior, convergence state, and the role each switch port performs."
CCNA-301-V2,200-301 v2.0,2.0,2.0,Switching and Network Access,25,2.5.c,Configure PortFast appropriately.,Fast transition for edge ports and the risks of enabling it on switch-to-switch links.
CCNA-301-V2,200-301 v2.0,2.0,2.0,Switching and Network Access,25,2.5.d,Configure spanning-tree guard features.,"Root guard, loop guard, and BPDU guard behavior, placement, and recovery evidence."
CCNA-301-V2,200-301 v2.0,2.0,3.0,IP Routing,20,3.1,Interpret routing tables to determine a packet next hop.,"Route source, prefix and mask, administrative distance, metric, next hop, exit interface, and default-route behavior."
CCNA-301-V2,200-301 v2.0,2.0,3.0,IP Routing,20,3.2,Troubleshoot IPv4 and IPv6 static routing.,"Configuration and evidence for default, network, host, and floating static routes."
CCNA-301-V2,200-301 v2.0,2.0,3.0,IP Routing,20,3.2.a,Troubleshoot static default routes.,"Candidate defaults, next-hop resolution, route installation, and IPv4 or IPv6 forwarding."
CCNA-301-V2,200-301 v2.0,2.0,3.0,IP Routing,20,3.2.b,Troubleshoot static network routes.,"Prefix and mask accuracy, next-hop or exit-interface choice, and route-table installation."
CCNA-301-V2,200-301 v2.0,2.0,3.0,IP Routing,20,3.2.c,Troubleshoot static host routes.,"Single-host prefixes, next-hop resolution, and intended destination reachability."
CCNA-301-V2,200-301 v2.0,2.0,3.0,IP Routing,20,3.2.d,Troubleshoot floating static routes.,"Administrative distance, backup-route installation, and failover behavior."
CCNA-301-V2,200-301 v2.0,2.0,3.0,IP Routing,20,3.3,Configure single-area OSPF for IPv4 and IPv6.,"OSPFv2 and OSPFv3 process setup, interfaces, neighbors, network types, and router identity."
CCNA-301-V2,200-301 v2.0,2.0,3.0,IP Routing,20,3.3.a,Configure and troubleshoot OSPF neighbor adjacencies.,"Neighbor formation and state without authentication, including common parameter and reachability faults."
CCNA-301-V2,200-301 v2.0,2.0,3.0,IP Routing,20,3.3.b,Configure OSPF on point-to-point links.,"Point-to-point network behavior, neighbor formation, and route exchange."
CCNA-301-V2,200-301 v2.0,2.0,3.0,IP Routing,20,3.3.c,Configure OSPF on broadcast networks.,Broadcast network behavior and designated-router or backup-designated-router selection.
CCNA-301-V2,200-301 v2.0,2.0,3.0,IP Routing,20,3.3.d,Configure and verify the OSPF router ID.,"Router-ID selection, manual configuration, process behavior, and verification."
CCNA-301-V2,200-301 v2.0,2.0,3.0,IP Routing,20,3.4,Interpret the operational state of first-hop redundancy protocols.,"HSRP and VRRP roles, virtual addressing, priority, preemption, and active or master state."
CCNA-301-V2,200-301 v2.0,2.0,4.0,Network Services and Security,20,4.1,Configure local management identities and centralized AAA clients.,"Local usernames plus TACACS+ and RADIUS client settings, method lists, fallback, and management access verification."
CCNA-301-V2,200-301 v2.0,2.0,4.0,Network Services and Security,20,4.2,Manage configuration and software files with secure transfer.,"SFTP and SCP prerequisites, source and destination paths, authentication, and transfer verification."
CCNA-301-V2,200-301 v2.0,2.0,4.0,Network Services and Security,20,4.3,Configure NAT and PAT on IOS XE routers.,"Inside and outside roles, static and dynamic translation, overload, pools, ACL matching, and verification."
CCNA-301-V2,200-301 v2.0,2.0,4.0,Network Services and Security,20,4.4,Diagnose name-resolution faults involving common DNS records.,"A, AAAA, CNAME, MX, NS, and PTR records used for host, web-application, and mail-server access."
CCNA-301-V2,200-301 v2.0,2.0,4.0,Network Services and Security,20,4.5,Explain IPsec remote-access and site-to-site VPNs.,"VPN purpose, IPsec protocols, security associations, and tunnel versus transport mode."
CCNA-301-V2,200-301 v2.0,2.0,4.0,Network Services and Security,20,4.6,Configure IPv4 access control lists.,"Standard and extended ACLs in numbered and named forms, matching logic, placement, direction, and verification."
CCNA-301-V2,200-301 v2.0,2.0,4.0,Network Services and Security,20,4.7,Configure Layer 2 security controls.,"DHCP snooping, Dynamic ARP Inspection, storm control, IPv6 RA Guard, and port security."
CCNA-301-V2,200-301 v2.0,2.0,4.0,Network Services and Security,20,4.7.a,Configure DHCP snooping.,"Trusted and untrusted ports, VLAN scope, binding tables, rate limits, and verification."
CCNA-301-V2,200-301 v2.0,2.0,4.0,Network Services and Security,20,4.7.b,Configure Dynamic ARP Inspection.,"DHCP-snooping bindings, trusted ports, validation behavior, and dropped-packet evidence."
CCNA-301-V2,200-301 v2.0,2.0,4.0,Network Services and Security,20,4.7.c,Configure storm control.,"Broadcast, multicast, or unknown-unicast thresholds, actions, and operational verification."
CCNA-301-V2,200-301 v2.0,2.0,4.0,Network Services and Security,20,4.7.d,Configure IPv6 Router Advertisement Guard.,"Device roles, policy attachment, allowed router advertisements, and verification."
CCNA-301-V2,200-301 v2.0,2.0,4.0,Network Services and Security,20,4.7.e,Configure switch-port security.,"Secure MAC learning, limits, sticky learning, violation modes, aging, and verification."
CCNA-301-V2,200-301 v2.0,2.0,5.0,"AI, and Network Operations and Management",10,5.1,Explain how agentic AI can support network operations.,"Planning and action loops, tool use, evidence collection, approval boundaries, verification, and operational risk."
CCNA-301-V2,200-301 v2.0,2.0,5.0,"AI, and Network Operations and Management",10,5.2,Choose effective prompts for generative AI in network operations.,"Data classification, persona, instructions, evidence, constraints, and required output format."
CCNA-301-V2,200-301 v2.0,2.0,5.0,"AI, and Network Operations and Management",10,5.3,Explain common network-management approaches.,"Device-based, cloud-based, controller-based, automation-based, and infrastructure-as-code management."
CCNA-301-V2,200-301 v2.0,2.0,5.0,"AI, and Network Operations and Management",10,5.4,Explain the role of SNMP in network operations.,"Managers, agents, MIBs, OIDs, polling, traps, informs, versions, and monitoring workflows."
CCNA-301-V2,200-301 v2.0,2.0,5.0,"AI, and Network Operations and Management",10,5.5,Use Ansible to execute network-device commands.,"Inventory, connection variables, playbooks, Cisco IOS collections, command modules, and returned evidence."
CCNA-301-V2,200-301 v2.0,2.0,5.0,"AI, and Network Operations and Management",10,5.6,Interpret syslog messages.,"Facility, severity level, mnemonic, message text, timestamps, and operational meaning."
